date,venue,venue_code,race_number,scheduled_start_time,race_id,title,formation,ticket_count,combined_odds,estimated_hit_rate,selected_tickets_text,hit,actual_ticket,actual_payout_units,stake_units,return_units,profit_units,dutch_profit_units,scenario_type,risk_level,asof_label,odds_policy_status
2026-02-10,名古屋,42,6,,20260210-42-06,????3??,5-2-6 / 6-1-3 / 6-5-4 / 6-3-1 / 5-6-7 / 6-2-7 / 6-1-2 / 6-3-2,8,8.73435749555461,0.119577750598,5-2-6|6-1-3|6-5-4|6-3-1|5-6-7|6-2-7|6-1-2|6-3-2,False,6-2-3,0.0,8.0,0.0,-8.0,-1.0,mid_value_odds10_100__n8,pred_roi=0.037,final,final_odds_research
2026-02-10,岸和田,56,5,,20260210-56-05,????3??,1-6-7 / 6-7-2 / 1-7-2 / 1-7-6 / 7-2-1 / 6-2-7 / 7-1-6 / 6-7-1 / 6-1-7 / 1-2-7 / 2-7-6 / 6-1-2 / 6-2-1 / 2-7-1 / 7-2-5 / 7-1-5 / 1-2-6 / 7-6-3 / 2-1-7,19,1.9986235065026694,0.35909958599899994,1-6-7|6-7-2|1-7-2|1-7-6|7-2-1|6-2-7|7-1-6|6-7-1|6-1-7|1-2-7|2-7-6|6-1-2|6-2-1|2-7-1|7-2-5|7-1-5|1-2-6|7-6-3|2-1-7,False,6-7-4,0.0,19.0,0.0,-19.0,-1.0,girls_selector_model: ranks 1|2|3|4|5|6|7|8|9|11|13|14|16|17|19|20|24|29|30,pred_roi=0.000,final,final_odds_research
2026-02-10,岸和田,56,6,,20260210-56-06,????3??,1-4-6 / 6-4-1 / 4-5-6 / 6-4-5 / 4-6-2 / 4-1-5 / 4-2-6 / 4-5-1 / 4-6-7 / 4-1-2 / 4-6-3 / 4-1-3,12,2.625481215943086,0.28958783651399994,1-4-6|6-4-1|4-5-6|6-4-5|4-6-2|4-1-5|4-2-6|4-5-1|4-6-7|4-1-2|4-6-3|4-1-3,False,4-6-1,0.0,12.0,0.0,-12.0,-1.0,sqrt_ev_odds10_100__n12,pred_roi=0.106,final,final_odds_research
2026-02-10,高知,74,6,,20260210-74-06,????3??,5-7-1 / 7-5-1 / 5-1-7 / 7-1-5 / 1-2-5 / 5-2-1 / 5-1-2 / 7-2-1 / 2-1-5,9,3.6896335977626693,0.226802309202,5-7-1|7-5-1|5-1-7|7-1-5|1-2-5|5-2-1|5-1-2|7-2-1|2-1-5,False,1-5-7,0.0,9.0,0.0,-9.0,-1.0,girls_selector_model: ranks 1|2|3|4|5|6|7|8|11,pred_roi=0.055,final,final_odds_research
2026-02-10,高知,74,7,,20260210-74-07,????3??,4-7-6 / 4-7-2 / 7-6-4 / 4-7-5 / 7-5-4 / 7-6-2 / 7-2-6 / 7-2-5 / 7-5-2 / 7-4-1 / 7-6-5 / 7-4-3,12,2.6621268276316004,0.28552765349200004,4-7-6|4-7-2|7-6-4|4-7-5|7-5-4|7-6-2|7-2-6|7-2-5|7-5-2|7-4-1|7-6-5|7-4-3,True,7-5-4,13.8,12.0,13.8,1.8000000000000007,1.6621268276316004,sqrt_ev_odds10_100__n12,pred_roi=0.142,final,final_odds_research
2026-02-11,平塚,35,5,,20260211-35-05,????3??,1-2-5 / 1-2-3 / 5-7-1 / 5-6-2 / 3-2-5 / 2-5-6 / 5-1-7 / 1-7-3 / 5-2-3 / 1-7-6 / 5-6-1 / 2-6-1,12,2.9859266644934173,0.160123375599,1-2-5|1-2-3|5-7-1|5-6-2|3-2-5|2-5-6|5-1-7|1-7-3|5-2-3|1-7-6|5-6-1|2-6-1,False,1-5-6,0.0,12.0,0.0,-12.0,-1.0,ticket_model,pred_roi=0.000,final,final_odds_research
2026-02-11,平塚,35,11,,20260211-35-11,????3??,3-2-6 / 3-2-4 / 5-3-4 / 3-1-6 / 5-3-6 / 3-1-4 / 3-7-2 / 3-2-5 / 3-2-1 / 3-1-2,10,8.677709616600346,0.123402270878,3-2-6|3-2-4|5-3-4|3-1-6|5-3-6|3-1-4|3-7-2|3-2-5|3-2-1|3-1-2,False,3-5-6,0.0,10.0,0.0,-10.0,-1.0,ev_cap100_odds10_150__n10,pred_roi=0.038,final,final_odds_research
2026-02-11,名古屋,42,5,,20260211-42-05,????3??,3-7-5 / 3-5-7 / 7-3-5 / 3-5-6 / 5-6-3 / 5-3-6 / 5-7-6 / 3-7-6 / 7-5-6,9,2.530633467116648,0.268864530406,3-7-5|3-5-7|7-3-5|3-5-6|5-6-3|5-3-6|5-7-6|3-7-6|7-5-6,False,5-7-3,0.0,9.0,0.0,-9.0,-1.0,girls_selector_model: ranks 1|2|3|4|5|6|7|8|11,pred_roi=0.055,final,final_odds_research
2026-02-11,名古屋,42,6,,20260211-42-06,????3??,2-3-7 / 2-3-6 / 2-3-4 / 3-2-4 / 3-7-2 / 6-3-2 / 3-4-2 / 3-6-7 / 3-7-6 / 3-6-4 / 3-4-6 / 3-2-1,12,2.301081686585477,0.26818833316900004,2-3-7|2-3-6|2-3-4|3-2-4|3-7-2|6-3-2|3-4-2|3-6-7|3-7-6|3-6-4|3-4-6|3-2-1,False,3-6-2,0.0,12.0,0.0,-12.0,-1.0,sqrt_ev_odds10_100__n12,pred_roi=0.121,final,final_odds_research
2026-02-11,岸和田,56,5,,20260211-56-05,????3??,7-4-3 / 7-3-4 / 6-4-3 / 2-7-6 / 4-1-6 / 2-4-3 / 3-1-7 / 2-3-4 / 1-4-7 / 6-7-2 / 1-7-2 / 6-3-7,12,4.791429123452498,0.12300513407300001,7-4-3|7-3-4|6-4-3|2-7-6|4-1-6|2-4-3|3-1-7|2-3-4|1-4-7|6-7-2|1-7-2|6-3-7,False,7-1-2,0.0,12.0,0.0,-12.0,-1.0,ticket_model,pred_roi=0.000,final,final_odds_research
2026-02-11,岸和田,56,6,,20260211-56-06,????3??,7-4-1 / 7-4-2 / 1-2-7 / 1-4-2 / 2-1-7 / 1-7-5 / 4-2-7 / 4-1-2 / 2-7-4 / 1-7-3 / 1-4-7 / 1-7-2,12,3.022362969353828,0.18896737367800004,7-4-1|7-4-2|1-2-7|1-4-2|2-1-7|1-7-5|4-2-7|4-1-2|2-7-4|1-7-3|1-4-7|1-7-2,False,7-4-5,0.0,12.0,0.0,-12.0,-1.0,ticket_model,pred_roi=0.000,final,final_odds_research
2026-02-11,玉野,61,1,,20260211-61-01,????3??,1-2-3 / 1-3-2 / 3-6-2 / 2-5-4 / 3-5-4 / 3-5-2 / 6-1-3 / 1-6-5 / 4-1-6 / 4-2-3 / 3-5-1 / 2-6-1,12,2.9448639868445294,0.17242882126599998,1-2-3|1-3-2|3-6-2|2-5-4|3-5-4|3-5-2|6-1-3|1-6-5|4-1-6|4-2-3|3-5-1|2-6-1,False,3-1-5,0.0,12.0,0.0,-12.0,-1.0,ticket_model,pred_roi=0.000,final,final_odds_research
2026-02-11,玉野,61,2,,20260211-61-02,????3??,1-3-4 / 1-4-2 / 1-2-6 / 1-4-3 / 2-1-3 / 3-1-2 / 1-2-5 / 1-5-2 / 1-3-6,9,2.42494072179137,0.24798809513300002,1-3-4|1-4-2|1-2-6|1-4-3|2-1-3|3-1-2|1-2-5|1-5-2|1-3-6,False,1-3-5,0.0,9.0,0.0,-9.0,-1.0,girls_selector_model: ranks 1|2|3|4|5|6|7|8|11,pred_roi=0.055,final,final_odds_research
2026-02-11,高知,74,6,,20260211-74-06,????3??,5-4-7 / 5-7-2 / 7-2-5 / 5-7-4 / 5-2-7 / 7-5-2 / 5-1-7 / 7-2-4 / 4-7-5 / 5-7-1,10,3.839592148765177,0.230810626739,5-4-7|5-7-2|7-2-5|5-7-4|5-2-7|7-5-2|5-1-7|7-2-4|4-7-5|5-7-1,False,7-1-4,0.0,10.0,0.0,-10.0,-1.0,girls_selector_model: ranks 1|2|3|4|5|6|7|8|11|9,pred_roi=0.091,final,final_odds_research
2026-02-11,高知,74,7,,20260211-74-07,????3??,2-4-3 / 3-4-2 / 3-4-5 / 4-5-2 / 4-3-1 / 4-3-7 / 4-2-1 / 4-2-7 / 4-5-1 / 4-5-7 / 1-2-3 / 1-2-4,12,4.0460436040217465,0.21028484759100002,2-4-3|3-4-2|3-4-5|4-5-2|4-3-1|4-3-7|4-2-1|4-2-7|4-5-1|4-5-7|1-2-3|1-2-4,False,4-3-2,0.0,12.0,0.0,-12.0,-1.0,sqrt_ev_odds10_100__n12,pred_roi=0.124,final,final_odds_research
2026-02-11,熊本,87,1,,20260211-87-01,????3??,2-1-4 / 1-2-3 / 4-2-1 / 1-3-2 / 2-3-4 / 1-4-2 / 1-3-4 / 2-4-1 / 1-2-4 / 2-4-3 / 3-1-2 / 4-3-1 / 3-2-1 / 2-5-1 / 1-2-5 / 3-4-2 / 2-4-5 / 1-3-5 / 3-1-4,19,1.6843565753404162,0.403704240427,2-1-4|1-2-3|4-2-1|1-3-2|2-3-4|1-4-2|1-3-4|2-4-1|1-2-4|2-4-3|3-1-2|4-3-1|3-2-1|2-5-1|1-2-5|3-4-2|2-4-5|1-3-5|3-1-4,True,1-3-5,144.2,19.0,144.2,125.19999999999999,0.6843565753404162,girls_selector_model: ranks 1|2|3|4|5|6|7|8|9|11|13|14|16|17|19|20|24|29|30,pred_roi=0.000,final,final_odds_research
2026-02-11,熊本,87,2,,20260211-87-02,????3??,1-2-3 / 1-2-4 / 2-5-1 / 2-3-4 / 1-3-7 / 3-2-1 / 2-3-1 / 2-1-5 / 1-2-6 / 1-5-7 / 2-4-1 / 1-4-7,12,2.081639782657925,0.263358798571,1-2-3|1-2-4|2-5-1|2-3-4|1-3-7|3-2-1|2-3-1|2-1-5|1-2-6|1-5-7|2-4-1|1-4-7,False,1-5-4,0.0,12.0,0.0,-12.0,-1.0,ticket_model,pred_roi=0.026,final,final_odds_research
2026-02-12,名古屋,42,4,,20260212-42-04,????3??,2-4-7 / 2-4-6 / 2-3-7 / 6-3-2 / 1-4-7 / 2-3-6 / 2-3-1 / 6-1-7 / 4-3-6 / 1-4-6 / 4-3-1 / 7-1-6,12,6.468625201725023,0.098321924299,2-4-7|2-4-6|2-3-7|6-3-2|1-4-7|2-3-6|2-3-1|6-1-7|4-3-6|1-4-6|4-3-1|7-1-6,False,2-7-6,0.0,12.0,0.0,-12.0,-1.0,ticket_model,pred_roi=0.000,final,final_odds_research
2026-02-12,名古屋,42,10,,20260212-42-10,????3??,1-3-5 / 1-5-3 / 3-2-1 / 3-6-5 / 5-6-3 / 4-1-3 / 5-3-7 / 1-6-7 / 1-6-2 / 6-1-3 / 1-2-5 / 3-7-1,12,3.3196298339599344,0.16045351921800002,1-3-5|1-5-3|3-2-1|3-6-5|5-6-3|4-1-3|5-3-7|1-6-7|1-6-2|6-1-3|1-2-5|3-7-1,False,1-3-4,0.0,12.0,0.0,-12.0,-1.0,ticket_model,pred_roi=0.000,final,final_odds_research
2026-02-12,玉野,61,1,,20260212-61-01,????3??,2-1-3 / 2-3-1 / 4-1-6 / 4-2-5 / 3-4-6 / 3-5-4 / 3-6-4 / 6-1-3 / 2-5-6 / 2-4-6 / 2-6-4 / 4-2-3,12,3.6977180895803965,0.143887583762,2-1-3|2-3-1|4-1-6|4-2-5|3-4-6|3-5-4|3-6-4|6-1-3|2-5-6|2-4-6|2-6-4|4-2-3,True,2-1-3,8.4,12.0,8.4,-3.5999999999999996,2.6977180895803965,ticket_model,pred_roi=0.000,final,final_odds_research
2026-02-12,玉野,61,2,,20260212-61-02,????3??,1-4-2 / 1-3-4 / 2-1-3 / 2-1-4 / 2-3-1 / 1-4-3 / 3-2-1 / 1-2-6 / 1-6-2,9,3.1409917786432673,0.212675755345,1-4-2|1-3-4|2-1-3|2-1-4|2-3-1|1-4-3|3-2-1|1-2-6|1-6-2,False,1-2-4,0.0,9.0,0.0,-9.0,-1.0,girls_selector_model: ranks 1|2|3|4|5|6|7|8|11,pred_roi=0.055,final,final_odds_research
2026-02-12,高知,74,5,,20260212-74-05,????3??,6-4-3 / 6-3-4 / 4-2-7 / 1-2-6 / 4-3-2 / 3-2-1 / 1-3-6 / 7-6-4 / 3-2-4 / 4-2-3 / 6-7-5 / 4-6-5,12,4.844288108652509,0.12082912457400001,6-4-3|6-3-4|4-2-7|1-2-6|4-3-2|3-2-1|1-3-6|7-6-4|3-2-4|4-2-3|6-7-5|4-6-5,False,6-1-4,0.0,12.0,0.0,-12.0,-1.0,ticket_model,pred_roi=0.000,final,final_odds_research
2026-02-12,高知,74,10,,20260212-74-10,????3??,1-5-4 / 1-5-3 / 4-1-3 / 5-3-2 / 5-3-4 / 2-1-3 / 4-1-2 / 3-1-5 / 2-5-1 / 5-2-4 / 5-2-3 / 1-6-2,12,2.7894573009667725,0.190732469389,1-5-4|1-5-3|4-1-3|5-3-2|5-3-4|2-1-3|4-1-2|3-1-5|2-5-1|5-2-4|5-2-3|1-6-2,False,1-5-7,0.0,12.0,0.0,-12.0,-1.0,ticket_model,pred_roi=0.000,final,final_odds_research
2026-02-12,熊本,87,1,,20260212-87-01,????3??,1-2-3 / 1-2-5 / 1-6-4 / 1-6-3 / 1-6-5 / 1-6-2 / 2-1-6 / 4-3-1 / 4-5-1 / 4-2-3 / 3-5-1 / 1-5-6,12,3.091248040873601,0.17390388241500002,1-2-3|1-2-5|1-6-4|1-6-3|1-6-5|1-6-2|2-1-6|4-3-1|4-5-1|4-2-3|3-5-1|1-5-6,False,1-2-4,0.0,12.0,0.0,-12.0,-1.0,ticket_model,pred_roi=0.000,final,final_odds_research
2026-02-12,熊本,87,2,,20260212-87-02,????3??,1-2-5 / 2-1-3 / 1-5-3 / 1-5-2 / 1-4-2 / 1-3-5 / 1-3-4 / 2-5-1 / 1-5-4,9,2.3459793290594635,0.262584896781,1-2-5|2-1-3|1-5-3|1-5-2|1-4-2|1-3-5|1-3-4|2-5-1|1-5-4,False,1-2-4,0.0,9.0,0.0,-9.0,-1.0,girls_selector_model: ranks 1|2|3|4|5|6|7|8|11,pred_roi=0.055,final,final_odds_research
2026-02-13,いわき平,13,5,,20260213-13-05,????3??,1-6-4 / 1-6-2 / 1-5-3 / 1-3-5 / 6-3-2 / 2-4-6 / 4-6-2 / 2-4-1 / 6-2-3 / 6-2-4 / 6-3-4 / 6-5-1,12,2.5480252986868575,0.21792693942100003,1-6-4|1-6-2|1-5-3|1-3-5|6-3-2|2-4-6|4-6-2|2-4-1|6-2-3|6-2-4|6-3-4|6-5-1,False,6-4-1,0.0,12.0,0.0,-12.0,-1.0,ticket_model,pred_roi=0.000,final,final_odds_research
2026-02-13,いわき平,13,6,,20260213-13-06,????3??,5-4-6 / 6-4-5 / 4-5-3 / 4-3-5 / 4-6-3 / 4-5-2 / 4-3-6 / 4-2-5 / 6-5-4 / 5-4-3,10,2.21387909500525,0.32347282851600007,5-4-6|6-4-5|4-5-3|4-3-5|4-6-3|4-5-2|4-3-6|4-2-5|6-5-4|5-4-3,True,4-5-3,12.8,10.0,12.8,2.8000000000000007,1.2138790950052498,girls_selector_model: ranks 1|2|3|4|5|6|7|8|11|9,pred_roi=0.092,final,final_odds_research
2026-02-13,玉野,61,1,,20260213-61-01,????3??,1-2-3 / 1-3-2 / 3-1-6 / 4-5-6 / 1-5-6 / 1-3-6 / 3-4-5 / 2-3-6 / 2-1-6 / 3-5-4 / 4-1-6 / 5-3-4,12,5.312674230339782,0.111603741446,1-2-3|1-3-2|3-1-6|4-5-6|1-5-6|1-3-6|3-4-5|2-3-6|2-1-6|3-5-4|4-1-6|5-3-4,False,2-1-3,0.0,12.0,0.0,-12.0,-1.0,ticket_model,pred_roi=0.000,final,final_odds_research
2026-02-13,玉野,61,8,,20260213-61-08,????3??,3-1-2 / 2-3-1 / 2-4-1 / 2-1-5 / 4-2-1 / 3-2-1 / 3-1-5 / 4-3-1,8,19.85760728559904,0.057584747003,3-1-2|2-3-1|2-4-1|2-1-5|4-2-1|3-2-1|3-1-5|4-3-1,False,1-3-5,0.0,8.0,0.0,-8.0,-1.0,mid_value__n8,pred_roi=0.000,final,final_odds_research
2026-02-13,熊本,87,1,,20260213-87-01,????3??,2-1-3 / 2-3-1 / 2-6-4 / 2-4-6 / 4-1-2 / 1-6-2 / 2-7-1 / 6-1-2 / 4-3-1 / 3-4-5 / 2-4-1 / 1-6-3,12,2.9536570729678084,0.198348110261,2-1-3|2-3-1|2-6-4|2-4-6|4-1-2|1-6-2|2-7-1|6-1-2|4-3-1|3-4-5|2-4-1|1-6-3,False,2-3-7,0.0,12.0,0.0,-12.0,-1.0,ticket_model,pred_roi=0.000,final,final_odds_research
2026-02-13,熊本,87,8,,20260213-87-08,????3??,1-4-3 / 1-2-5 / 1-4-5 / 1-3-2 / 1-3-4 / 1-5-3 / 1-5-4 / 1-3-5,8,3.3606169658302503,0.17238413652399998,1-4-3|1-2-5|1-4-5|1-3-2|1-3-4|1-5-3|1-5-4|1-3-5,False,1-4-2,0.0,8.0,0.0,-8.0,-1.0,sqrt_ev_odds15_inf__n8,pred_roi=0.000,final,final_odds_research
2026-02-14,いわき平,13,5,,20260214-13-05,????3??,3-2-4 / 3-4-2 / 2-1-5 / 5-1-2 / 2-4-6 / 5-1-3 / 5-2-4 / 4-2-6 / 2-4-1 / 5-4-2 / 5-2-3 / 4-6-3,12,3.1023668267532423,0.175547970801,3-2-4|3-4-2|2-1-5|5-1-2|2-4-6|5-1-3|5-2-4|4-2-6|2-4-1|5-4-2|5-2-3|4-6-3,True,5-2-3,150.1,12.0,150.1,138.1,2.1023668267532423,ticket_model,pred_roi=0.000,final,final_odds_research
2026-02-14,いわき平,13,6,,20260214-13-06,????3??,3-2-6 / 6-3-2 / 6-2-3 / 6-1-5 / 6-2-4 / 3-6-1,6,1.7318227629393854,0.302317387508,3-2-6|6-3-2|6-2-3|6-1-5|6-2-4|3-6-1,False,6-3-1,0.0,6.0,0.0,-6.0,-1.0,hit30,pred_roi=0.122,final,final_odds_research
2026-02-14,名古屋,42,1,,20260214-42-01,????3??,1-2-3 / 1-2-4 / 4-1-6 / 4-5-2 / 5-1-3 / 2-6-1 / 5-4-2 / 1-6-2 / 1-6-3 / 3-1-6 / 5-2-3 / 2-4-6,12,3.7362975535267635,0.14578120213100002,1-2-3|1-2-4|4-1-6|4-5-2|5-1-3|2-6-1|5-4-2|1-6-2|1-6-3|3-1-6|5-2-3|2-4-6,True,1-2-4,10.4,12.0,10.4,-1.5999999999999996,2.7362975535267635,ticket_model,pred_roi=0.000,final,final_odds_research
2026-02-14,名古屋,42,2,,20260214-42-02,????3??,1-2-3 / 1-2-4 / 1-7-2 / 1-6-5 / 1-6-2 / 1-5-7 / 3-2-1 / 1-3-7 / 1-3-6 / 1-2-7 / 1-5-6 / 3-1-2,12,2.4113416720264964,0.23044836206600003,1-2-3|1-2-4|1-7-2|1-6-5|1-6-2|1-5-7|3-2-1|1-3-7|1-3-6|1-2-7|1-5-6|3-1-2,True,1-2-3,5.3,12.0,5.3,-6.7,1.4113416720264964,ticket_model,pred_roi=0.020,final,final_odds_research
2026-02-15,いわき平,13,4,,20260215-13-04,????3??,1-2-3 / 1-2-5 / 1-4-5 / 2-4-3 / 2-4-5 / 4-1-2 / 1-4-2 / 2-5-4 / 5-1-4 / 5-3-2 / 5-3-1 / 2-3-4,12,2.5140259010613235,0.243632705274,1-2-3|1-2-5|1-4-5|2-4-3|2-4-5|4-1-2|1-4-2|2-5-4|5-1-4|5-3-2|5-3-1|2-3-4,True,2-5-4,118.4,12.0,118.4,106.4,1.5140259010613235,ticket_model,pred_roi=0.000,final,final_odds_research
2026-02-15,いわき平,13,10,,20260215-13-10,????3??,1-2-7 / 1-7-2 / 1-6-7 / 2-3-1 / 3-1-2 / 3-1-7 / 1-6-2 / 1-5-4 / 7-1-6 / 1-4-6 / 1-5-6 / 1-4-5,12,2.612974298378136,0.19958655422000005,1-2-7|1-7-2|1-6-7|2-3-1|3-1-2|3-1-7|1-6-2|1-5-4|7-1-6|1-4-6|1-5-6|1-4-5,True,1-2-7,5.8,12.0,5.8,-6.2,1.6129742983781359,ticket_model,pred_roi=0.000,final,final_odds_research
2026-02-15,名古屋,42,1,,20260215-42-01,????3??,2-1-3 / 2-3-1 / 1-2-4 / 2-1-4 / 3-1-2 / 3-2-1 / 1-4-2 / 1-3-4 / 1-4-3 / 1-2-5 / 1-5-2 / 4-1-2 / 1-3-5 / 2-5-1 / 2-3-4 / 2-1-6 / 4-3-1 / 3-4-1 / 2-6-1,19,1.7550845317406454,0.343825488033,2-1-3|2-3-1|1-2-4|2-1-4|3-1-2|3-2-1|1-4-2|1-3-4|1-4-3|1-2-5|1-5-2|4-1-2|1-3-5|2-5-1|2-3-4|2-1-6|4-3-1|3-4-1|2-6-1,False,1-3-2,0.0,19.0,0.0,-19.0,-1.0,girls_selector_model: ranks 1|2|3|4|5|6|7|8|9|11|13|14|16|17|19|20|24|29|30,pred_roi=0.000,final,final_odds_research
2026-02-15,名古屋,42,2,,20260215-42-02,????3??,1-2-3 / 1-2-4 / 1-3-7 / 2-3-1 / 1-6-2 / 2-4-1 / 1-4-7 / 4-1-2 / 2-1-5 / 2-1-4 / 3-1-2 / 3-2-1,12,2.0021015502485873,0.271518175735,1-2-3|1-2-4|1-3-7|2-3-1|1-6-2|2-4-1|1-4-7|4-1-2|2-1-5|2-1-4|3-1-2|3-2-1,True,2-4-1,247.2,12.0,247.2,235.2,1.0021015502485873,ticket_model,pred_roi=0.029,final,final_odds_research
2026-02-16,小田原,36,6,,20260216-36-06,????3??,6-1-5 / 1-6-5 / 4-1-6 / 5-1-3 / 1-2-6 / 1-3-7 / 5-1-4 / 1-3-5 / 1-5-3 / 6-3-4 / 6-4-3 / 5-6-3,12,2.48747104576114,0.21136638005900008,6-1-5|1-6-5|4-1-6|5-1-3|1-2-6|1-3-7|5-1-4|1-3-5|1-5-3|6-3-4|6-4-3|5-6-3,False,1-6-4,0.0,12.0,0.0,-12.0,-1.0,ticket_model,pred_roi=0.000,final,final_odds_research
2026-02-16,小田原,36,7,,20260216-36-07,????3??,2-3-7 / 7-2-3 / 7-2-4 / 2-7-1 / 7-2-6 / 3-7-2,6,2.154895105967161,0.24057756784700002,2-3-7|7-2-3|7-2-4|2-7-1|7-2-6|3-7-2,True,7-2-3,4.1,6.0,4.1,-1.9000000000000004,1.154895105967161,hit30,pred_roi=0.025,final,final_odds_research
2026-02-16,名古屋,42,1,,20260216-42-01,????3??,1-3-2 / 1-2-3 / 4-3-1 / 5-2-1 / 3-6-7 / 1-7-2 / 3-7-1 / 1-6-7 / 3-6-5 / 4-1-6 / 4-2-1 / 1-7-3,12,4.167294726724057,0.131033334758,1-3-2|1-2-3|4-3-1|5-2-1|3-6-7|1-7-2|3-7-1|1-6-7|3-6-5|4-1-6|4-2-1|1-7-3,True,1-7-2,290.0,12.0,290.0,278.0,3.167294726724057,ticket_model,pred_roi=0.000,final,final_odds_research
2026-02-16,名古屋,42,8,,20260216-42-08,????3??,1-2-3 / 1-3-2 / 2-7-3 / 3-4-2 / 2-4-7 / 2-5-1 / 2-4-6 / 4-2-3 / 2-3-5 / 3-2-6 / 3-6-1 / 3-7-1,12,3.3826171836666394,0.143493724082,1-2-3|1-3-2|2-7-3|3-4-2|2-4-7|2-5-1|2-4-6|4-2-3|2-3-5|3-2-6|3-6-1|3-7-1,False,2-1-3,0.0,12.0,0.0,-12.0,-1.0,ticket_model,pred_roi=0.000,final,final_odds_research
2026-02-16,松阪,47,5,,20260216-47-05,????3??,3-4-6 / 6-4-3 / 3-5-6 / 6-5-3 / 6-3-7 / 6-4-5 / 3-6-7 / 6-5-4 / 3-5-4 / 3-4-5 / 6-3-2 / 3-6-2,12,2.7611488089714142,0.30674089094600004,3-4-6|6-4-3|3-5-6|6-5-3|6-3-7|6-4-5|3-6-7|6-5-4|3-5-4|3-4-5|6-3-2|3-6-2,False,6-3-5,0.0,12.0,0.0,-12.0,-1.0,sqrt_ev_odds10_100__n12,pred_roi=0.173,final,final_odds_research
2026-02-16,松阪,47,6,,20260216-47-06,????3??,1-7-4 / 1-7-2 / 7-2-1 / 7-1-3 / 7-1-5 / 7-4-2 / 7-4-3 / 7-2-4 / 7-1-6 / 1-2-3 / 1-2-4 / 1-2-5,12,3.174999146354154,0.250077144399,1-7-4|1-7-2|7-2-1|7-1-3|7-1-5|7-4-2|7-4-3|7-2-4|7-1-6|1-2-3|1-2-4|1-2-5,False,7-1-4,0.0,12.0,0.0,-12.0,-1.0,sqrt_ev_odds10_100__n12,pred_roi=0.137,final,final_odds_research
2026-02-17,小田原,36,6,,20260217-36-06,????3??,7-6-1 / 7-6-4 / 5-6-7 / 4-7-2 / 1-5-7 / 4-1-7 / 6-1-5 / 5-7-6 / 4-1-6 / 6-5-1 / 6-1-4 / 7-1-3,12,3.3352099740546137,0.165173820313,7-6-1|7-6-4|5-6-7|4-7-2|1-5-7|4-1-7|6-1-5|5-7-6|4-1-6|6-5-1|6-1-4|7-1-3,False,1-4-5,0.0,12.0,0.0,-12.0,-1.0,ticket_model,pred_roi=0.000,final,final_odds_research
2026-02-17,小田原,36,7,,20260217-36-07,????3??,6-1-4 / 4-1-6 / 4-1-5 / 1-5-4 / 6-4-1 / 4-3-6,6,1.959375751015676,0.26406441083599996,6-1-4|4-1-6|4-1-5|1-5-4|6-4-1|4-3-6,True,4-1-6,3.0,6.0,3.0,-3.0,0.959375751015676,hit30,pred_roi=0.063,final,final_odds_research
2026-02-17,松阪,47,5,,20260217-47-05,????3??,1-3-5 / 5-1-3 / 5-1-2 / 1-5-6 / 1-5-4 / 1-3-2 / 1-2-3 / 1-5-7 / 1-2-6 / 1-2-4 / 1-2-5 / 1-2-7,12,1.9655947933584426,0.34011069228600005,1-3-5|5-1-3|5-1-2|1-5-6|1-5-4|1-3-2|1-2-3|1-5-7|1-2-6|1-2-4|1-2-5|1-2-7,False,1-5-2,0.0,12.0,0.0,-12.0,-1.0,sqrt_ev_odds10_100__n12,pred_roi=0.145,final,final_odds_research
2026-02-17,松阪,47,6,,20260217-47-06,????3??,7-4-3 / 7-4-5 / 7-4-1 / 4-1-7 / 4-5-7 / 4-7-1 / 4-5-3 / 4-3-5 / 4-7-6 / 4-7-2 / 1-2-3 / 1-2-4,12,3.0597115111432918,0.274284701422,7-4-3|7-4-5|7-4-1|4-1-7|4-5-7|4-7-1|4-5-3|4-3-5|4-7-6|4-7-2|1-2-3|1-2-4,True,4-7-1,11.8,12.0,11.8,-0.1999999999999993,2.0597115111432918,sqrt_ev_odds10_100__n12,pred_roi=0.137,final,final_odds_research
2026-02-17,高知,74,1,,20260217-74-01,????3??,2-4-1 / 1-2-3 / 1-2-4 / 3-2-1 / 1-3-6 / 1-4-5,6,1.9463472493507663,0.24649229790100002,2-4-1|1-2-3|1-2-4|3-2-1|1-3-6|1-4-5,True,1-2-3,3.4,6.0,3.4,-2.6,0.9463472493507663,hit30,pred_roi=0.210,final,final_odds_research
2026-02-17,高知,74,2,,20260217-74-02,????3??,1-2-3 / 1-3-2 / 3-2-1 / 3-1-2 / 1-7-2 / 1-3-7 / 1-2-6 / 1-5-4 / 1-7-4 / 1-3-6 / 1-5-6 / 1-5-7,12,1.854112965294626,0.29483311995999995,1-2-3|1-3-2|3-2-1|3-1-2|1-7-2|1-3-7|1-2-6|1-5-4|1-7-4|1-3-6|1-5-6|1-5-7,True,1-2-3,4.2,12.0,4.2,-7.8,0.854112965294626,ticket_model,pred_roi=0.020,final,final_odds_research
