strategy,race_id,date,venue,race_number,selection_rank,ticket,stake_units,decimal_odds,p_final,p_model,p_market,expected_value,actual_hit,payout_units,return_units,profit_units,asof_label,odds_policy_status
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260226-86-07,2026-02-26,別府,7,6,6-2-3,1,226,0.003307168486,0.003307168486,,0.747420077836,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260227-23-04,2026-02-27,取手,4,1,7-5-6,1,15.5,0.048353187609,0.048353187609,,0.74947440794,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260227-23-04,2026-02-27,取手,4,2,7-6-5,1,20.9,0.035860019518,0.035860019518,,0.749474407926,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260227-23-04,2026-02-27,取手,4,3,6-3-7,1,280.3,0.002673829497,0.002673829497,,0.749474408009,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260227-23-04,2026-02-27,取手,4,4,3-5-6,1,292.1,0.002565814474,0.002565814474,,0.749474407855,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260227-23-04,2026-02-27,取手,4,5,3-2-6,1,299.4,0.002503254536,0.002503254536,,0.749474408078,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260227-23-04,2026-02-27,取手,4,6,5-3-6,1,256.5,0.002921927516,0.002921927516,,0.749474407854,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260227-23-10,2026-02-27,取手,10,1,1-2-5,1,12.1,0.061865351459,0.061865351459,,0.748570752654,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260227-23-10,2026-02-27,取手,10,2,1-5-2,1,9.1,0.08226052227,0.08226052227,,0.748570752657,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260227-23-10,2026-02-27,取手,10,3,5-7-4,1,294.9,0.002538388446,0.002538388446,,0.748570752725,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260227-23-10,2026-02-27,取手,10,4,3-2-4,1,275.2,0.002720097212,0.002720097212,,0.748570752742,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260227-23-10,2026-02-27,取手,10,5,2-3-4,1,246.4,0.003038030652,0.003038030652,,0.748570752653,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260227-23-10,2026-02-27,取手,10,6,5-3-7,1,216.8,0.003452817125,0.003452817125,,0.7485707527,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260227-53-06,2026-02-27,奈良,6,1,7-2-4,1,5.8,0.128876108775,0.128876108775,,0.747481430895,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260227-53-06,2026-02-27,奈良,6,2,2-7-4,1,8.6,0.086916445453,0.086916445453,,0.747481430896,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260227-53-06,2026-02-27,奈良,6,3,4-2-6,1,221.8,0.003370069571,0.003370069571,,0.747481430848,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260227-53-06,2026-02-27,奈良,6,4,2-1-4,1,267.2,0.002797460445,0.002797460445,,0.747481430904,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260227-53-06,2026-02-27,奈良,6,5,6-7-2,1,282.4,0.00264688892,0.00264688892,,0.747481431008,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260227-53-06,2026-02-27,奈良,6,6,4-2-1,1,279,0.002679144914,0.002679144914,,0.747481431006,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260227-53-07,2026-02-27,奈良,7,1,6-3-1,1,107.8,0.006925013188,0.006925013188,,0.746516421666,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260227-53-07,2026-02-27,奈良,7,2,1-6-3,1,5.9,0.126528207066,0.126528207066,,0.746516421689,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260227-53-07,2026-02-27,奈良,7,3,1-3-6,1,7.4,0.100880597526,0.100880597526,,0.746516421692,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260227-53-07,2026-02-27,奈良,7,4,6-1-7,1,199.7,0.003738189393,0.003738189393,,0.746516421782,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260227-53-07,2026-02-27,奈良,7,5,6-3-5,1,286.5,0.002605641961,0.002605641961,,0.746516421827,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260227-53-07,2026-02-27,奈良,7,6,5-1-2,1,219,0.003408750784,0.003408750784,,0.746516421696,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260228-53-06,2026-02-28,奈良,6,1,1-2-5,1,9.4,0.079593063578,0.079593063578,,0.748174797633,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260228-53-06,2026-02-28,奈良,6,2,1-5-2,1,7.5,0.099756639684,0.099756639684,,0.74817479763,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260228-53-06,2026-02-28,奈良,6,3,5-2-4,1,210.9,0.003547533417,0.003547533417,,0.748174797645,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260228-53-06,2026-02-28,奈良,6,4,2-4-1,1,290.6,0.002574586365,0.002574586365,,0.748174797669,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260228-53-06,2026-02-28,奈良,6,5,5-3-2,1,206.3,0.003626634986,0.003626634986,,0.748174797612,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260228-53-06,2026-02-28,奈良,6,6,5-6-4,1,229.6,0.003258601035,0.003258601035,,0.748174797636,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260228-53-07,2026-02-28,奈良,7,1,7-4-3,1,6.3,0.118765008897,0.118765008897,,0.748219556051,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260228-53-07,2026-02-28,奈良,7,2,7-3-4,1,4.9,0.152697868582,0.152697868582,,0.748219556052,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260228-53-07,2026-02-28,奈良,7,3,3-1-4,1,264.7,0.002826670027,0.002826670027,,0.748219556147,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260228-53-07,2026-02-28,奈良,7,4,3-5-7,1,259.8,0.002879982895,0.002879982895,,0.748219556121,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260228-53-07,2026-02-28,奈良,7,5,3-4-1,1,220.1,0.003399452776,0.003399452776,,0.748219555998,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260228-53-07,2026-02-28,奈良,7,6,7-6-4,1,288,0.00259798457,0.00259798457,,0.74821955616,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260228-55-06,2026-02-28,和歌山,6,1,2-6-5,1,96.7,0.007725228288,0.007725228288,,0.74702957545,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260228-55-06,2026-02-28,和歌山,6,2,6-3-4,1,26.5,0.0281897953,0.0281897953,,0.74702957545,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260228-55-06,2026-02-28,和歌山,6,3,4-3-6,1,67.7,0.011034410273,0.011034410273,,0.747029575482,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260228-55-06,2026-02-28,和歌山,6,4,6-3-2,1,36.8,0.020299716724,0.020299716724,,0.747029575443,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260228-55-06,2026-02-28,和歌山,6,5,6-5-4,1,54.5,0.013706964687,0.013706964687,,0.747029575442,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260228-55-06,2026-02-28,和歌山,6,6,6-5-2,1,74.9,0.009973692596,0.009973692596,,0.74702957544,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260228-55-06,2026-02-28,和歌山,6,7,6-2-5,1,55.8,0.0133876268,0.0133876268,,0.74702957544,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260228-55-06,2026-02-28,和歌山,6,8,4-2-3,1,68.8,0.010857988015,0.010857988015,,0.747029575432,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260228-55-07,2026-02-28,和歌山,7,1,5-1-4,1,81.5,0.009092444379,0.009092444379,,0.741034216889,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260228-55-07,2026-02-28,和歌山,7,2,5-1-6,1,60.1,0.012330020248,0.012330020248,,0.741034216905,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260228-55-07,2026-02-28,和歌山,7,3,5-2-3,1,49.2,0.015061671075,0.015061671075,,0.74103421689,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260228-55-07,2026-02-28,和歌山,7,4,5-3-2,1,77.3,0.009586471111,0.009586471111,,0.74103421688,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260228-55-07,2026-02-28,和歌山,7,5,5-3-7,1,47.2,0.015699877476,0.015699877476,,0.741034216867,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260228-55-07,2026-02-28,和歌山,7,6,5-3-1,1,39.4,0.018807975048,0.018807975048,,0.741034216891,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260228-55-07,2026-02-28,和歌山,7,7,5-2-7,1,20.1,0.036867373974,0.036867373974,,0.741034216877,True,20.1,20.1,19.1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-27-05,2026-03-01,京王閣,5,1,2-4-6,1,3.4,0.00479063154586,0.00479063154586,,0.0162881472559,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-27-05,2026-03-01,京王閣,5,2,2-4-3,1,4.3,0.00703971264997,0.00703971264997,,0.0302707643949,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-27-05,2026-03-01,京王閣,5,3,4-2-1,1,29,0.00371815406196,0.00371815406196,,0.107826467797,True,29,29,28,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-27-05,2026-03-01,京王閣,5,4,2-4-5,1,23.3,0.00612161879725,0.00612161879725,,0.142633717976,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-27-05,2026-03-01,京王閣,5,5,2-1-4,1,50,0.00513178570504,0.00513178570504,,0.256589285252,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-27-05,2026-03-01,京王閣,5,6,2-3-1,1,118.2,0.00510267391949,0.00510267391949,,0.603136057284,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-27-06,2026-03-01,京王閣,6,1,6-7-3,1,3.6,0.00404509823216,0.00404509823216,,0.0145623536358,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-27-06,2026-03-01,京王閣,6,2,7-6-3,1,4.9,0.0054887410903,0.0054887410903,,0.0268948313425,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-27-06,2026-03-01,京王閣,6,3,7-6-4,1,26.5,0.00474630079628,0.00474630079628,,0.125776971101,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-27-06,2026-03-01,京王閣,6,4,6-7-4,1,20.8,0.00351637191913,0.00351637191913,,0.0731405359179,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-27-06,2026-03-01,京王閣,6,5,6-2-7,1,29.5,0.00522032741843,0.00522032741843,,0.153999658844,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-27-06,2026-03-01,京王閣,6,6,7-3-6,1,17.8,0.00467234288822,0.00467234288822,,0.0831677034103,True,17.8,17.8,16.8,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-27-06,2026-03-01,京王閣,6,7,6-2-3,1,80.8,0.0051725981418,0.0051725981418,,0.417945929857,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-27-06,2026-03-01,京王閣,6,8,6-7-5,1,26.8,0.00384683994876,0.00384683994876,,0.103095310627,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-27-06,2026-03-01,京王閣,6,9,6-3-7,1,14.4,0.00560812177823,0.00560812177823,,0.0807569536065,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-27-06,2026-03-01,京王閣,6,10,7-6-5,1,29.7,0.00520044149095,0.00520044149095,,0.154453112281,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-27-06,2026-03-01,京王閣,6,11,7-2-6,1,30.4,0.00497313248789,0.00497313248789,,0.151183227632,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-27-06,2026-03-01,京王閣,6,12,7-2-3,1,80.9,0.00516810649673,0.00516810649673,,0.418099815585,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-27-06,2026-03-01,京王閣,6,13,7-6-1,1,101.2,0.00439435059415,0.00439435059415,,0.444708280128,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-53-05,2026-03-01,奈良,5,1,7-4-5,1,17,0.00460504098729,0.00460504098729,,0.0782856967839,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-53-05,2026-03-01,奈良,5,2,4-7-5,1,19.5,0.0037551015166,0.0037551015166,,0.0732244795737,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-53-05,2026-03-01,奈良,5,3,7-5-4,1,22.4,0.00440812547962,0.00440812547962,,0.0987420107435,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-53-05,2026-03-01,奈良,5,4,7-4-6,1,25.5,0.00460504098729,0.00460504098729,,0.117428545176,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-53-05,2026-03-01,奈良,5,5,7-1-4,1,81.9,0.00311557924901,0.00311557924901,,0.255165940494,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-53-05,2026-03-01,奈良,5,6,4-7-6,1,27.7,0.0037551015166,0.0037551015166,,0.10401631201,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-53-06,2026-03-01,奈良,6,1,3-2-1,1,8.8,0.00341811905817,0.00341811905817,,0.0300794477119,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-53-06,2026-03-01,奈良,6,2,3-2-6,1,10.9,0.00419645117498,0.00419645117498,,0.0457413178073,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-53-06,2026-03-01,奈良,6,3,3-2-7,1,12.3,0.00424564322336,0.00424564322336,,0.0522214116473,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-53-06,2026-03-01,奈良,6,4,3-7-4,1,96.1,0.00472840533409,0.00472840533409,,0.454399752606,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-53-06,2026-03-01,奈良,6,5,2-3-1,1,28.2,0.00539686942851,0.00539686942851,,0.152191717884,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-53-06,2026-03-01,奈良,6,6,3-7-2,1,28.6,0.00770808593711,0.00770808593711,,0.220451257801,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-55-06,2026-03-01,和歌山,6,1,4-7-2,1,31.6,0.00439969971175,0.00439969971175,,0.139030510891,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-55-06,2026-03-01,和歌山,6,2,4-3-2,1,31.3,0.00633506632666,0.00633506632666,,0.198287576024,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-55-06,2026-03-01,和歌山,6,3,4-3-1,1,82.9,0.00625061946487,0.00625061946487,,0.518176353638,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-55-06,2026-03-01,和歌山,6,4,3-7-2,1,87.6,0.00383567156496,0.00383567156496,,0.33600482909,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-55-06,2026-03-01,和歌山,6,5,6-4-7,1,95.5,0.00484697313113,0.00484697313113,,0.462885934023,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-55-06,2026-03-01,和歌山,6,6,7-3-4,1,29.6,0.00645750782711,0.00645750782711,,0.191142231682,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-55-06,2026-03-01,和歌山,6,7,7-4-3,1,20.2,0.00469005105867,0.00469005105867,,0.0947390313851,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-55-06,2026-03-01,和歌山,6,8,3-4-6,1,26.4,0.00606680913069,0.00606680913069,,0.16016376105,True,26.4,26.4,25.4,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-55-06,2026-03-01,和歌山,6,9,3-6-4,1,46.6,0.00533920049359,0.00533920049359,,0.248806743001,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-55-07,2026-03-01,和歌山,7,1,4-1-2,1,2.5,0.00890993836321,0.00890993836321,,0.022274845908,True,2.5,2.5,1.5,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-55-07,2026-03-01,和歌山,7,2,1-4-2,1,80.3,0.00424550613906,0.00424550613906,,0.340914142967,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-55-07,2026-03-01,和歌山,7,3,4-1-6,1,81.4,0.00553380418632,0.00553380418632,,0.450451660766,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-55-07,2026-03-01,和歌山,7,4,4-3-1,1,31.2,0.00768847282106,0.00768847282106,,0.239880352017,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-55-07,2026-03-01,和歌山,7,5,4-3-2,1,34.1,0.00819858799158,0.00819858799158,,0.279571850513,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-55-07,2026-03-01,和歌山,7,6,4-7-2,1,26.2,0.0105643658219,0.0105643658219,,0.276786384534,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-55-07,2026-03-01,和歌山,7,7,4-1-5,1,51.1,0.00892473306465,0.00892473306465,,0.456053859604,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-55-07,2026-03-01,和歌山,7,8,4-2-5,1,82.3,0.00510199003529,0.00510199003529,,0.419893779904,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-83-06,2026-03-01,久留米,6,1,1-7-5,1,2.9,0.00542509444074,0.00542509444074,,0.0157327738781,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-83-06,2026-03-01,久留米,6,2,7-1-5,1,93.4,0.00359855589699,0.00359855589699,,0.336105120779,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-83-06,2026-03-01,久留米,6,3,1-4-3,1,32.3,0.00459936658807,0.00459936658807,,0.148559540795,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-83-06,2026-03-01,久留米,6,4,1-3-7,1,30.9,0.00451821374927,0.00451821374927,,0.139612804852,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-83-06,2026-03-01,久留米,6,5,1-7-2,1,24.8,0.00832075255788,0.00832075255788,,0.206354663435,True,24.8,24.8,23.8,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-83-06,2026-03-01,久留米,6,6,1-4-5,1,22.3,0.00454150615586,0.00454150615586,,0.101275587276,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-83-06,2026-03-01,久留米,6,7,1-5-4,1,23.6,0.00871060325873,0.00871060325873,,0.205570236906,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-83-06,2026-03-01,久留米,6,8,1-5-2,1,90.8,0.00644215441466,0.00644215441466,,0.584947620851,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-83-06,2026-03-01,久留米,6,9,1-4-2,1,51.8,0.00503110040025,0.00503110040025,,0.260611000733,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-83-06,2026-03-01,久留米,6,10,1-2-3,1,101.5,0.00405110955439,0.00405110955439,,0.411187619771,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-83-07,2026-03-01,久留米,7,1,3-6-1,1,92.3,0.00531199194698,0.00531199194698,,0.490296856706,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-83-07,2026-03-01,久留米,7,2,6-3-5,1,34.4,0.00537567674883,0.00537567674883,,0.18492328016,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-83-07,2026-03-01,久留米,7,3,6-1-5,1,37.4,0.00414251925905,0.00414251925905,,0.154930220288,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-83-07,2026-03-01,久留米,7,4,1-6-2,1,114.5,0.00421604519506,0.00421604519506,,0.482737174834,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-83-07,2026-03-01,久留米,7,5,6-2-4,1,86.6,0.00704384887705,0.00704384887705,,0.609997312753,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260301-83-07,2026-03-01,久留米,7,6,6-3-4,1,52.2,0.00540273233095,0.00540273233095,,0.282022627676,False,,0,-1,final,final_odds_research_only
wf_core_bucket_replace_all_drop200_plus_fill80_120_ev_sourcecnt_fixed,20260302-27-05,2026-03-02,京王閣,5,1,4-7-3,1,33.3,0.00473956569169,0.00473956569169,,0.157827537533,False,,0,-1,final,final_odds_research_only
